Date,NATIONAL_DEMAND,LONDON_TEMPERATURE,CARDIFF_TEMPERATURE,GLASGOW_TEMPERATURE,HOUR,DAY_OF_WEEK,NATIONAL_DEMAND-1
2024-03-29 21:00:00,58384,9.335,9.287001,5.7844996,21,4,61507.0
2024-03-29 22:00:00,52918,8.685,8.687,4.9344997,22,4,58384.0
2024-03-29 23:00:00,48079,8.135,8.287001,4.1844997,23,4,52918.0
2024-03-30 00:00:00,45482,7.6349998,7.837,4.1345,0,5,48079.0
2024-03-30 01:00:00,45684,7.585,7.587,3.7345002,1,5,45482.0
2024-03-30 02:00:00,43635,7.285,7.637,3.7345002,2,5,45684.0
2024-03-30 03:00:00,42151,7.035,7.437,4.0345,3,5,43635.0
2024-03-30 04:00:00,40682,6.785,7.237,4.4344997,4,5,42151.0
2024-03-30 05:00:00,40361,6.685,7.237,4.7844996,5,5,40682.0
2024-03-30 06:00:00,41423,6.435,6.537,5.1844997,6,5,40361.0
2024-03-30 07:00:00,43368,6.835,5.987,5.4845,7,5,41423.0
2024-03-30 08:00:00,44266,7.8849998,6.087,6.7844996,8,5,43368.0
2024-03-30 09:00:00,43902,9.885,8.737,8.684501,9,5,44266.0
2024-03-30 10:00:00,42774,11.235001,10.337001,9.6345005,10,5,43902.0
2024-03-30 11:00:00,42290,12.235001,11.537001,9.9845,11,5,42774.0
2024-03-30 12:00:00,41247,13.085,12.387,9.684501,12,5,42290.0
2024-03-30 13:00:00,40984,14.035001,12.537001,9.9845,13,5,41247.0
2024-03-30 14:00:00,40160,14.685,12.587001,10.5845,14,5,40984.0
2024-03-30 15:00:00,40490,15.135,12.787001,10.5845,15,5,40160.0
2024-03-30 16:00:00,44398,14.885,12.787001,10.2845,16,5,40490.0
2024-03-30 17:00:00,52514,14.035001,12.437,9.7845,17,5,44398.0
2024-03-30 18:00:00,58488,12.835,11.537001,9.934501,18,5,52514.0
2024-03-30 19:00:00,61306,11.385,10.937,8.8845005,19,5,58488.0
2024-03-30 20:00:00,59503,10.235001,9.937,7.8345,20,5,61306.0
2024-03-30 21:00:00,56444,8.985001,9.387,6.3345,21,5,59503.0
2024-03-30 22:00:00,51860,8.185,9.087001,5.5344996,22,5,56444.0
2024-03-30 23:00:00,47351,7.835,8.787001,5.1844997,23,5,51860.0
2024-03-31 00:00:00,44074,7.985,8.687,5.5845,0,6,47351.0
2024-03-31 01:00:00,43940,7.6349998,8.237,5.3845,1,6,44074.0
2024-03-31 02:00:00,41770,6.935,8.037001,4.9845,2,6,43940.0
2024-03-31 03:00:00,40171,6.685,7.737,4.8345,3,6,41770.0
2024-03-31 04:00:00,39478,6.3849998,6.887,4.6345,4,6,40171.0
2024-03-31 05:00:00,39688,6.335,7.537,4.5344996,5,6,39478.0
2024-03-31 06:00:00,40835,7.535,6.137,4.7345,6,6,39688.0
2024-03-31 07:00:00,42897,8.085,6.737,5.3845,7,6,40835.0
2024-03-31 08:00:00,45190,8.985001,7.487,6.9344997,8,6,42897.0
2024-03-31 09:00:00,46336,10.035001,7.887,8.5345,9,6,45190.0
2024-03-31 10:00:00,47141,10.535001,8.987,10.0345,10,6,46336.0
2024-03-31 11:00:00,47572,10.885,9.287001,11.7845,11,6,47141.0
2024-03-31 12:00:00,48163,10.985001,11.137,12.934501,12,6,47572.0
2024-03-31 13:00:00,47401,11.185,11.737,13.434501,13,6,48163.0
2024-03-31 14:00:00,46805,11.635,12.537001,13.7845,14,6,47401.0
2024-03-31 15:00:00,48255,11.835,13.287001,13.7845,15,6,46805.0
2024-03-31 16:00:00,51738,11.185,12.537001,13.1345005,16,6,48255.0
2024-03-31 17:00:00,54499,11.385,12.087001,12.2345,17,6,51738.0
2024-03-31 18:00:00,55654,11.135,11.837001,10.7845,18,6,54499.0
2024-03-31 19:00:00,56246,10.385,10.987,8.7345,19,6,55654.0
2024-03-31 20:00:00,54665,9.785001,10.937,7.0845,20,6,56246.0
2024-03-31 21:00:00,50835,9.385,9.937,5.9845,21,6,54665.0
2024-03-31 22:00:00,45537,9.185,9.287001,5.3845,22,6,50835.0
2024-03-31 23:00:00,21415,8.935,8.737,5.4344997,23,6,45537.0
2024-04-01 00:00:00,20610,9.135,8.937,6.1844997,0,0,21415.0
2024-04-01 01:00:00,40258,8.985001,9.187,6.0344996,1,0,20610.0
2024-04-01 02:00:00,40827,9.085,8.637,6.2345,2,0,40258.0
2024-04-01 03:00:00,39931,8.935,8.837001,6.4344997,3,0,40827.0
2024-04-01 04:00:00,38908,8.735001,7.987,6.5344996,4,0,39931.0
2024-04-01 05:00:00,38627,8.535001,7.487,6.5344996,5,0,38908.0
2024-04-01 06:00:00,40444,7.785,7.687,6.3845,6,0,38627.0
2024-04-01 07:00:00,43282,7.785,8.187,6.3845,7,0,40444.0
2024-04-01 08:00:00,45568,8.835,8.437,6.7345,8,0,43282.0
2024-04-01 09:00:00,46358,10.485001,8.787001,6.6844997,9,0,45568.0
2024-04-01 10:00:00,46342,11.935,10.387,6.8345,10,0,46358.0
2024-04-01 11:00:00,45823,13.035001,11.037001,7.1345,11,0,46342.0
2024-04-01 12:00:00,47035,11.985001,11.737,7.8345,12,0,45823.0
2024-04-01 13:00:00,48262,11.785001,11.487,8.3845005,13,0,47035.0
2024-04-01 14:00:00,47850,11.685,11.437,8.434501,14,0,48262.0
2024-04-01 15:00:00,47590,12.535001,11.287001,8.434501,15,0,47850.0
2024-04-01 16:00:00,49165,12.935,11.687,7.7345,16,0,47590.0
2024-04-01 17:00:00,53746,12.785001,11.037001,7.3345,17,0,49165.0
2024-04-01 18:00:00,58070,11.985001,11.087001,6.9845,18,0,53746.0
2024-04-01 19:00:00,59735,10.785001,10.587001,6.7345,19,0,58070.0
2024-04-01 20:00:00,61024,9.935,10.087001,6.6844997,20,0,59735.0
2024-04-01 21:00:00,59432,9.635,9.787001,6.2844996,21,0,61024.0
2024-04-01 22:00:00,55216,9.585,9.137,6.4344997,22,0,59432.0
2024-04-01 23:00:00,49239,9.535001,8.637,6.6345,23,0,55216.0
2024-04-02 00:00:00,44498,9.385,8.687,6.7844996,0,1,49239.0
2024-04-02 01:00:00,43108,9.185,8.837001,6.8345,1,1,44498.0
2024-04-02 02:00:00,44017,9.285001,8.587001,6.8845,2,1,43108.0
2024-04-02 03:00:00,42522,9.235001,8.087001,6.9344997,3,1,44017.0
2024-04-02 04:00:00,41729,9.235001,8.187,6.8845,4,1,42522.0
2024-04-02 05:00:00,41863,9.285001,7.437,6.9845,5,1,41729.0
2024-04-02 06:00:00,45593,9.285001,7.387,6.9344997,6,1,41863.0
2024-04-02 07:00:00,53309,9.485001,8.587001,7.0845,7,1,45593.0
2024-04-02 08:00:00,59323,9.935,9.487,7.3845,8,1,53309.0
2024-04-02 09:00:00,61303,10.435,10.837001,7.5845,9,1,59323.0
2024-04-02 10:00:00,59177,11.985001,11.637,7.9344997,10,1,61303.0
2024-04-02 11:00:00,56484,13.285001,11.587001,8.1345005,11,1,59177.0
2024-04-02 12:00:00,56201,13.835,12.037001,8.2845,12,1,56484.0
2024-04-02 13:00:00,56962,14.635,12.537001,8.2845,13,1,56201.0
2024-04-02 14:00:00,57514,15.135,11.987,8.5345,14,1,56962.0
2024-04-02 15:00:00,57821,13.735001,10.737,8.4845,15,1,57514.0
2024-04-02 16:00:00,60502,12.535001,9.837001,8.5845,16,1,57821.0
2024-04-02 17:00:00,64504,10.985001,9.587001,8.3845005,17,1,60502.0
2024-04-02 18:00:00,67389,10.535001,9.887,7.6844997,18,1,64504.0
2024-04-02 19:00:00,68186,10.535001,10.687,7.1844997,19,1,67389.0
2024-04-02 20:00:00,67155,10.735001,11.187,6.8345,20,1,68186.0
2024-04-02 21:00:00,63635,10.485001,11.087001,6.8345,21,1,67155.0
2024-04-02 22:00:00,57403,10.385,10.787001,6.6844997,22,1,63635.0
2024-04-02 23:00:00,49859,10.385,10.637,6.8345,23,1,57403.0
2024-04-03 00:00:00,44931,10.485001,10.487,6.9845,0,2,49859.0
2024-04-03 01:00:00,43017,10.485001,10.937,6.9344997,1,2,44931.0
2024-04-03 02:00:00,43169,10.535001,11.487,6.9845,2,2,43017.0
2024-04-03 03:00:00,42204,10.535001,11.287001,6.7844996,3,2,43169.0
2024-04-03 04:00:00,41444,10.585,10.987,6.5344996,4,2,42204.0
2024-04-03 05:00:00,41797,10.685,10.487,6.3345,5,2,41444.0
2024-04-03 06:00:00,44593,10.985001,10.537001,6.2345,6,2,41797.0
2024-04-03 07:00:00,51025,11.385,10.587001,6.3845,7,2,44593.0
2024-04-03 08:00:00,56903,12.285001,9.887,6.6844997,8,2,51025.0
2024-04-03 09:00:00,59740,12.535001,9.937,6.9845,9,2,56903.0
2024-04-03 10:00:00,60651,12.385,9.887,7.3845,10,2,59740.0
2024-04-03 11:00:00,59870,13.085,10.937,7.3845,11,2,60651.0
2024-04-03 12:00:00,59523,13.435,11.287001,7.8845,12,2,59870.0
2024-04-03 13:00:00,58576,13.635,11.487,8.0845,13,2,59523.0
2024-04-03 14:00:00,56525,13.835,11.487,8.2345,14,2,58576.0
2024-04-03 15:00:00,56294,13.185,11.887,7.8345,15,2,56525.0
2024-04-03 16:00:00,57406,13.135,11.837001,7.2844996,16,2,56294.0
2024-04-03 17:00:00,60253,12.985001,11.587001,6.6844997,17,2,57406.0
2024-04-03 18:00:00,63156,12.035001,11.037001,6.5845,18,2,60253.0
2024-04-03 19:00:00,65066,11.385,10.237,6.1345,19,2,63156.0
2024-04-03 20:00:00,65824,10.585,10.037001,5.6345,20,2,65066.0
2024-04-03 21:00:00,62816,9.885,9.287001,5.4344997,21,2,65824.0
2024-04-03 22:00:00,57638,9.835,9.287001,5.0344996,22,2,62816.0
2024-04-03 23:00:00,51749,9.885,9.537001,4.8845,23,2,57638.0
2024-04-04 00:00:00,47090,9.935,9.387,4.7345,0,3,51749.0
2024-04-04 01:00:00,45909,10.285001,9.987,4.4344997,1,3,47090.0
2024-04-04 02:00:00,46224,11.235001,9.887,3.9845002,2,3,45909.0
2024-04-04 03:00:00,44652,11.185,10.187,3.5345001,3,3,46224.0
2024-04-04 04:00:00,43101,11.185,10.787001,3.1345,4,3,44652.0
2024-04-04 05:00:00,42941,11.035001,10.537001,2.9345,5,3,43101.0
2024-04-04 06:00:00,46880,11.135,10.187,3.1345,6,3,42941.0
2024-04-04 07:00:00,54042,11.335,10.087001,3.6845,7,3,46880.0
2024-04-04 08:00:00,59997,11.835,10.887,4.9344997,8,3,54042.0
2024-04-04 09:00:00,62466,12.135,11.187,6.4845,9,3,59997.0
2024-04-04 10:00:00,61193,12.935,11.687,7.1844997,10,3,62466.0
2024-04-04 11:00:00,59517,13.285001,11.987,7.7844996,11,3,61193.0
2024-04-04 12:00:00,59414,15.485001,13.637,7.8845,12,3,59517.0
2024-04-04 13:00:00,58864,15.685,13.787001,7.8345,13,3,59414.0
2024-04-04 14:00:00,57636,14.635,13.487,7.9845,14,3,58864.0
2024-04-04 15:00:00,58372,14.135,13.387,7.4845,15,3,57636.0
2024-04-04 16:00:00,60113,13.635,13.237,7.4344997,16,3,58372.0
2024-04-04 17:00:00,62672,13.335,12.137,7.3345,17,3,60113.0
2024-04-04 18:00:00,65600,13.135,11.837001,6.5845,18,3,62672.0
2024-04-04 19:00:00,66540,12.485001,10.987,5.6345,19,3,65600.0
2024-04-04 20:00:00,65835,12.235001,12.187,4.8845,20,3,66540.0
2024-04-04 21:00:00,62242,11.985001,11.787001,4.7844996,21,3,65835.0
2024-04-04 22:00:00,55720,12.135,12.237,4.6844997,22,3,62242.0
2024-04-04 23:00:00,49033,12.585,12.287001,4.2345,23,3,55720.0
2024-04-05 00:00:00,44264,12.885,12.337001,3.4345,0,4,49033.0
2024-04-05 01:00:00,41869,12.735001,13.137,2.6845,1,4,44264.0
2024-04-05 02:00:00,41478,12.535001,12.787001,2.2345002,2,4,41869.0
2024-04-05 03:00:00,39927,12.235001,13.137,2.0845,3,4,41478.0
2024-04-05 04:00:00,38338,12.185,12.537001,2.3345,4,4,39927.0
2024-04-05 05:00:00,38367,12.535001,11.987,2.9845002,5,4,38338.0
2024-04-05 06:00:00,41515,12.685,12.387,3.5845,6,4,38367.0
2024-04-05 07:00:00,48361,12.785001,12.437,3.7845001,7,4,41515.0
2024-04-05 08:00:00,54191,13.535001,12.187,4.2844996,8,4,48361.0
2024-04-05 09:00:00,56968,14.235001,13.887,4.4845,9,4,54191.0
2024-04-05 10:00:00,55611,15.285001,14.687,4.7844996,10,4,56968.0
2024-04-05 11:00:00,52868,16.185,15.087001,4.9344997,11,4,55611.0
2024-04-05 12:00:00,50362,16.484999,15.937,4.6844997,12,4,52868.0
2024-04-05 13:00:00,48674,16.135,15.987,5.4344997,13,4,50362.0
2024-04-05 14:00:00,47430,17.035,16.286999,5.2844996,14,4,48674.0
2024-04-05 15:00:00,47017,15.835,14.987,5.4845,15,4,47430.0
2024-04-05 16:00:00,48544,15.335,15.187,5.9344997,16,4,47017.0
2024-04-05 17:00:00,52594,15.035001,15.037001,6.0845,17,4,48544.0
2024-04-05 18:00:00,56632,14.335,13.387,6.7345,18,4,52594.0
2024-04-05 19:00:00,58750,13.535001,12.587001,6.8345,19,4,56632.0
2024-04-05 20:00:00,58904,12.985001,12.537001,7.6345,20,4,58750.0
2024-04-05 21:00:00,55713,13.235001,11.937,8.8845005,21,4,58904.0
2024-04-05 22:00:00,50967,13.035001,11.787001,9.5345,22,4,55713.0
2024-04-05 23:00:00,45769,13.035001,12.287001,9.9845,23,4,50967.0
2024-04-06 00:00:00,41456,13.335,12.787001,9.684501,0,5,45769.0
2024-04-06 01:00:00,39816,13.835,13.187,9.184501,1,5,41456.0
2024-04-06 02:00:00,39738,14.235001,13.287001,9.1345005,2,5,39816.0
2024-04-06 03:00:00,37406,14.785001,13.887,9.184501,3,5,39738.0
2024-04-06 04:00:00,35546,14.635,14.137,9.8345,4,5,37406.0
2024-04-06 05:00:00,34440,14.685,14.137,10.9845,5,5,35546.0
2024-04-06 06:00:00,35469,14.635,13.637,11.3345,6,5,34440.0
2024-04-06 07:00:00,38653,15.635,14.987,11.934501,7,5,35469.0
2024-04-06 08:00:00,41565,16.935,15.137,12.934501,8,5,38653.0
2024-04-06 09:00:00,42845,17.984999,15.387,13.934501,9,5,41565.0
2024-04-06 10:00:00,43876,18.185,15.387,14.5345,10,5,42845.0
2024-04-06 11:00:00,44442,18.285,14.637,14.3845005,11,5,43876.0
2024-04-06 12:00:00,44145,18.785,14.937,14.4845,12,5,44442.0
2024-04-06 13:00:00,41897,18.685,14.887,14.3845005,13,5,44145.0
2024-04-06 14:00:00,38218,18.085,14.337001,13.7345,14,5,41897.0
2024-04-06 15:00:00,36429,17.835,14.737,14.1345005,15,5,38218.0
2024-04-06 16:00:00,38293,16.635,15.187,13.5345,16,5,36429.0
2024-04-06 17:00:00,43828,15.585,14.237,12.934501,17,5,38293.0
2024-04-06 18:00:00,48503,15.435,13.787001,12.0845,18,5,43828.0
2024-04-06 19:00:00,51310,14.635,12.787001,11.2345,19,5,48503.0
2024-04-06 20:00:00,52482,14.085,12.687,10.5845,20,5,51310.0
2024-04-06 21:00:00,50216,14.335,11.637,10.0845,21,5,52482.0
2024-04-06 22:00:00,45815,14.385,11.437,9.7845,22,5,50216.0
2024-04-06 23:00:00,41046,13.885,12.187,9.4845,23,5,45815.0
2024-04-07 00:00:00,37239,12.935,11.687,9.2845,0,6,41046.0
2024-04-07 01:00:00,35417,12.235001,11.587001,9.0845,1,6,37239.0
2024-04-07 02:00:00,35546,11.735001,11.387,8.7845,2,6,35417.0
2024-04-07 03:00:00,33751,11.635,11.437,8.4845,3,6,35546.0
2024-04-07 04:00:00,32623,11.335,11.687,8.0845,4,6,33751.0
2024-04-07 05:00:00,31902,11.135,12.087001,7.9344997,5,6,32623.0
2024-04-07 06:00:00,32391,11.335,12.287001,8.0845,6,6,31902.0
2024-04-07 07:00:00,34554,11.485001,12.287001,8.5345,7,6,32391.0
2024-04-07 08:00:00,36671,12.435,13.187,9.184501,8,6,34554.0
2024-04-07 09:00:00,38176,13.285001,12.887,9.9845,9,6,36671.0
2024-04-07 10:00:00,38573,14.235001,13.437,10.5345,10,6,38176.0
2024-04-07 11:00:00,38622,14.635,12.887,10.8845005,11,6,38573.0
2024-04-07 12:00:00,38703,14.535001,14.387,11.934501,12,6,38622.0
2024-04-07 13:00:00,39283,15.135,14.487,12.434501,13,6,38703.0
2024-04-07 14:00:00,39171,15.785001,15.137,12.6345005,14,6,39283.0
2024-04-07 15:00:00,39673,15.185,14.787001,12.434501,15,6,39171.0
2024-04-07 16:00:00,42728,15.335,14.637,11.684501,16,6,39673.0
2024-04-07 17:00:00,48045,15.035001,13.737,11.0345,17,6,42728.0
2024-04-07 18:00:00,52133,13.885,12.687,10.7845,18,6,48045.0
2024-04-07 19:00:00,53146,12.885,11.887,10.0345,19,6,52133.0
2024-04-07 20:00:00,52952,12.185,11.787001,9.684501,20,6,53146.0
2024-04-07 21:00:00,51554,11.885,11.887,9.434501,21,6,52952.0
2024-04-07 22:00:00,47444,11.335,12.237,9.184501,22,6,51554.0
2024-04-07 23:00:00,43232,10.785001,11.937,8.8345,23,6,47444.0
2024-04-08 00:00:00,39561,10.285001,11.587001,8.6345005,0,0,43232.0
2024-04-08 01:00:00,38719,10.085,11.787001,8.2345,1,0,39561.0
2024-04-08 02:00:00,39390,9.885,11.837001,7.9344997,2,0,38719.0
2024-04-08 03:00:00,37970,9.635,11.837001,7.5344996,3,0,39390.0
2024-04-08 04:00:00,37911,9.485001,11.537001,7.2844996,4,0,37970.0
2024-04-08 05:00:00,38689,9.485001,11.637,6.9344997,5,0,37911.0
2024-04-08 06:00:00,42870,9.585,11.237,6.5344996,6,0,38689.0
2024-04-08 07:00:00,50732,10.285001,11.187,6.8345,7,0,42870.0
2024-04-08 08:00:00,56492,11.085,11.137,7.6844997,8,0,50732.0
2024-04-08 09:00:00,57936,11.885,10.887,8.5845,9,0,56492.0
2024-04-08 10:00:00,58230,13.285001,11.437,9.4845,10,0,57936.0
2024-04-08 11:00:00,56707,14.535001,12.187,10.2845,11,0,58230.0
2024-04-08 12:00:00,55231,15.785001,12.887,11.3345,12,0,56707.0
2024-04-08 13:00:00,53772,16.385,12.687,11.684501,13,0,55231.0
2024-04-08 14:00:00,53710,16.585,12.837001,11.3845005,14,0,53772.0
2024-04-08 15:00:00,54684,16.535,13.037001,11.3845005,15,0,53710.0
2024-04-08 16:00:00,57210,16.535,13.237,10.7845,16,0,54684.0
2024-04-08 17:00:00,60834,15.935,12.337001,10.434501,17,0,57210.0
2024-04-08 18:00:00,63749,15.785001,12.087001,9.684501,18,0,60834.0
2024-04-08 19:00:00,64448,13.835,11.487,9.2845,19,0,63749.0
2024-04-08 20:00:00,63575,13.135,10.687,8.9845,20,0,64448.0
2024-04-08 21:00:00,59815,12.435,9.637,8.7845,21,0,63575.0
2024-04-08 22:00:00,54773,11.685,9.287001,8.684501,22,0,59815.0
2024-04-08 23:00:00,49158,10.785001,9.337001,8.5345,23,0,54773.0
2024-04-09 00:00:00,44774,10.185,9.187,8.5345,0,1,49158.0
2024-04-09 01:00:00,42936,9.935,8.487,8.2345,1,1,44774.0
2024-04-09 02:00:00,42896,9.485001,8.337001,8.1345005,2,1,42936.0
2024-04-09 03:00:00,41390,9.335,8.687,7.7844996,3,1,42896.0
2024-04-09 04:00:00,40270,9.635,8.437,7.5344996,4,1,41390.0
2024-04-09 05:00:00,40298,9.435,7.087,7.0344996,5,1,40270.0
2024-04-09 06:00:00,43716,9.185,6.437,6.5845,6,1,40298.0
2024-04-09 07:00:00,51357,9.135,7.487,6.3845,7,1,43716.0
2024-04-09 08:00:00,56950,9.085,8.437,6.4344997,8,1,51357.0
2024-04-09 09:00:00,60390,9.035001,9.437,6.8345,9,1,56950.0
2024-04-09 10:00:00,59498,9.335,9.887,7.3845,10,1,60390.0
2024-04-09 11:00:00,58157,9.935,10.637,8.0845,11,1,59498.0
2024-04-09 12:00:00,57536,9.735001,11.087001,8.9845,12,1,58157.0
2024-04-09 13:00:00,55771,10.335,11.587001,9.2345,13,1,57536.0
2024-04-09 14:00:00,53068,11.435,11.787001,9.3845005,14,1,55771.0
2024-04-09 15:00:00,51731,12.435,11.887,10.2845,15,1,53068.0
2024-04-09 16:00:00,52552,12.285001,12.037001,9.7345,16,1,51731.0
2024-04-09 17:00:00,55681,11.935,11.637,8.9845,17,1,52552.0
2024-04-09 18:00:00,59071,11.535001,11.087001,8.8345,18,1,55681.0
2024-04-09 19:00:00,61448,10.635,10.537001,7.7345,19,1,59071.0
2024-04-09 20:00:00,62288,9.835,9.837001,6.9344997,20,1,61448.0
2024-04-09 21:00:00,60020,9.085,9.137,5.9344997,21,1,62288.0
2024-04-09 22:00:00,55029,8.285001,8.587001,5.4344997,22,1,60020.0
2024-04-09 23:00:00,50198,7.6349998,8.237,4.8345,23,1,55029.0
2024-04-10 00:00:00,47169,7.3849998,8.287001,4.6345,0,2,50198.0
2024-04-10 01:00:00,45737,6.985,8.137,4.4344997,1,2,47169.0
2024-04-10 02:00:00,45923,6.585,8.337001,4.2345,2,2,45737.0
2024-04-10 03:00:00,44821,6.1349998,8.337001,4.3345,3,2,45923.0
2024-04-10 04:00:00,43256,5.785,8.687,4.2345,4,2,44821.0
2024-04-10 05:00:00,43384,5.435,8.337001,4.3345,5,2,43256.0
2024-04-10 06:00:00,47386,5.685,9.237,4.2844996,6,2,43384.0
2024-04-10 07:00:00,53387,6.435,9.637,4.8345,7,2,47386.0
2024-04-10 08:00:00,59278,8.235001,9.487,6.0344996,8,2,53387.0
2024-04-10 09:00:00,61044,10.485001,10.187,7.2345,9,2,59278.0
2024-04-10 10:00:00,60081,12.285001,10.437,7.7345,10,2,61044.0
2024-04-10 11:00:00,58727,12.985001,10.737,8.6345005,11,2,60081.0
2024-04-10 12:00:00,59698,13.185,11.287001,9.184501,12,2,58727.0
2024-04-10 13:00:00,60332,12.935,11.487,9.5345,13,2,59698.0
2024-04-10 14:00:00,59865,12.285001,11.787001,9.684501,14,2,60332.0
2024-04-10 15:00:00,60107,11.885,12.387,9.934501,15,2,59865.0
2024-04-10 16:00:00,60370,11.635,12.837001,10.8845005,16,2,60107.0
2024-04-10 17:00:00,62039,11.585,12.987,12.0845,17,2,60370.0
2024-04-10 18:00:00,64133,11.335,13.287001,12.934501,18,2,62039.0
2024-04-10 19:00:00,63669,11.235001,12.987,13.0345,19,2,64133.0
2024-04-10 20:00:00,62454,11.435,12.837001,12.8845005,20,2,63669.0
2024-04-10 21:00:00,58996,11.285001,12.787001,12.8845005,21,2,62454.0
2024-04-10 22:00:00,52388,11.485001,12.337001,12.5345,22,2,58996.0
2024-04-10 23:00:00,45584,12.185,12.237,12.3845005,23,2,52388.0
2024-04-11 00:00:00,41701,12.385,12.537001,12.1345005,0,3,45584.0
2024-04-11 01:00:00,40298,12.635,12.437,11.8845005,1,3,41701.0
2024-04-11 02:00:00,40297,12.735001,12.437,11.7845,2,3,40298.0
2024-04-11 03:00:00,39562,12.885,12.137,11.934501,3,3,40297.0
2024-04-11 04:00:00,38716,12.885,11.937,11.7845,4,3,39562.0
2024-04-11 05:00:00,38773,12.885,11.537001,11.0345,5,3,38716.0
2024-04-11 06:00:00,43079,12.635,11.137,10.6345005,6,3,38773.0
2024-04-11 07:00:00,50046,12.535001,11.437,10.934501,7,3,43079.0
2024-04-11 08:00:00,56910,12.935,11.887,11.7845,8,3,50046.0
2024-04-11 09:00:00,58359,14.185,12.287001,12.7345,9,3,56910.0
2024-04-11 10:00:00,57021,15.385,12.437,13.5345,10,3,58359.0
2024-04-11 11:00:00,56135,16.335,13.687,14.0345,11,3,57021.0
2024-04-11 12:00:00,54743,15.535001,14.987,14.184501,12,3,56135.0
2024-04-11 13:00:00,53417,17.035,15.987,14.6345005,13,3,54743.0
2024-04-11 14:00:00,52125,18.385,16.737,14.5345,14,3,53417.0
2024-04-11 15:00:00,51969,18.984999,16.137,15.2845,15,3,52125.0
2024-04-11 16:00:00,53162,18.135,15.237,15.0845,16,3,51969.0
2024-04-11 17:00:00,56207,16.535,14.737,14.4845,17,3,53162.0
2024-04-11 18:00:00,59763,15.435,15.087001,13.434501,18,3,56207.0
2024-04-11 19:00:00,61310,14.185,14.237,12.5845,19,3,59763.0
2024-04-11 20:00:00,61338,13.835,13.587001,11.934501,20,3,61310.0
2024-04-11 21:00:00,58972,13.235001,13.587001,11.8845005,21,3,61338.0
2024-04-11 22:00:00,53603,13.235001,13.137,12.0345,22,3,58972.0
2024-04-11 23:00:00,47308,13.035001,12.787001,12.2845,23,3,53603.0
2024-04-12 00:00:00,42398,12.535001,11.987,12.684501,0,4,47308.0
2024-04-12 01:00:00,40056,11.885,10.937,12.0845,1,4,42398.0
2024-04-12 02:00:00,39408,11.235001,10.287001,11.8845005,2,4,40056.0
2024-04-12 03:00:00,37568,10.835,10.087001,11.684501,3,4,39408.0
2024-04-12 04:00:00,36981,10.685,9.987,11.5845,4,4,37568.0
2024-04-12 05:00:00,37777,10.535001,9.787001,11.434501,5,4,36981.0
2024-04-12 06:00:00,42000,10.585,10.037001,11.3845005,6,4,37777.0
2024-04-12 07:00:00,49048,11.135,10.937,11.684501,7,4,42000.0
2024-04-12 08:00:00,54867,11.985001,11.587001,12.2845,8,4,49048.0
2024-04-12 09:00:00,55641,14.135,12.337001,13.184501,9,4,54867.0
2024-04-12 10:00:00,53422,15.535001,13.837001,14.0845,10,4,55641.0
2024-04-12 11:00:00,51154,16.835,15.487,14.3845005,11,4,53422.0
2024-04-12 12:00:00,48366,18.885,16.587,14.934501,12,4,51154.0
2024-04-12 13:00:00,46023,19.135,17.987,13.934501,13,4,48366.0
2024-04-12 14:00:00,44124,19.935,19.237,13.7345,14,4,46023.0
2024-04-12 15:00:00,43433,20.685,19.536999,13.184501,15,4,44124.0
2024-04-12 16:00:00,45961,20.135,16.286999,13.184501,16,4,43433.0
2024-04-12 17:00:00,50539,18.935,14.537001,12.8845005,17,4,45961.0
2024-04-12 18:00:00,53424,17.035,13.487,13.2845,18,4,50539.0
2024-04-12 19:00:00,55019,15.785001,12.637,13.0345,19,4,53424.0
2024-04-12 20:00:00,56491,14.835,12.337001,12.5845,20,4,55019.0
2024-04-12 21:00:00,54830,14.235001,12.037001,11.8845005,21,4,56491.0
2024-04-12 22:00:00,50532,13.835,12.187,11.0845,22,4,54830.0
2024-04-12 23:00:00,45157,13.485001,11.787001,10.5345,23,4,50532.0
2024-04-13 00:00:00,41449,13.285001,11.487,10.0845,0,5,45157.0
2024-04-13 01:00:00,40090,12.985001,10.837001,9.8345,1,5,41449.0
2024-04-13 02:00:00,39614,12.535001,10.837001,9.3845005,2,5,40090.0
2024-04-13 03:00:00,37902,12.085,10.887,9.2345,3,5,39614.0
2024-04-13 04:00:00,36788,11.985001,10.687,9.3845005,4,5,37902.0
2024-04-13 05:00:00,36711,12.185,10.337001,9.3345,5,5,36788.0
2024-04-13 06:00:00,38267,12.185,10.887,9.3845005,6,5,36711.0
2024-04-13 07:00:00,40992,12.735001,10.687,9.8845005,7,5,38267.0
2024-04-13 08:00:00,44384,13.685,11.537001,10.8345,8,5,40992.0
2024-04-13 09:00:00,46274,15.135,12.187,12.1345005,9,5,44384.0
2024-04-13 10:00:00,44940,17.035,12.837001,12.5845,10,5,46274.0
2024-04-13 11:00:00,42586,18.085,13.737,12.684501,11,5,44940.0
2024-04-13 12:00:00,39658,19.484999,13.837001,11.5845,12,5,42586.0
2024-04-13 13:00:00,38377,19.885,14.087001,10.7345,13,5,39658.0
2024-04-13 14:00:00,36174,20.335,13.837001,10.7845,14,5,38377.0
2024-04-13 15:00:00,34767,20.484999,11.387,10.2345,15,5,36174.0
